ItemCode,ItemName,ManufacturerName,ManufacturerItemDescription,UnitQty,Quantity,UnitOfMeasure,ItemPrice,UnitOfMeasurePrice,NormalizedName,מחלקה
7290000311517,מן וופלים בטעם לימון,מן עוגיות,מן וופלים בטעם לימון,גרמים,500.0,100 גרם,9.9,0.0198,וופלים לימון,לבדיקה ידנית
7290000311708,מן עוגיות מחיטה מלאה,מן עוגיות,מן עוגיות מחיטה מלאה,גרמים,300.0,100 גרם,7.5,0.025,עוגיות מחיטה מלאה,לבדיקה ידנית
7290000311715,מן עוגיות כוכבים שוק,מן עוגיות,מן עוגיות כוכבים שוק,גרמים,300.0,100 גרם,7.5,0.025,עוגיות כוכבים שוק,לבדיקה ידנית
7290000311722,מן עוגיות כוכבים 300,מן עוגיות,מן עוגיות כוכבים 300,גרמים,300.0,100 גרם,7.5,0.025,עוגיות כוכבים 300,לבדיקה ידנית
7290112965226,אורז סיני עם נודלס 1,לא ידוע,אורז סיני עם נודלס 1,גרמים,130.0,100 גרם,12.1,0.0931,אורז סיני נודלס,לבדיקה ידנית
7297395000026,בדי בדיקה טהרה 60 יח,בת מלך,בדי בדיקה טהרה 60 יח,יח',60.0,יח',15.9,0.265,בדי בדיקה טהרה,לבדיקה ידנית
7297395000040,סריג 20 יח,לא ידוע,סריג 20 יח,יח',1.0,יח',7.9,7.9,סריג,לבדיקה ידנית
7297395000064,בדי טהרה בת מלך,בת מלך,בדי טהרה בת מלך,יח',1.0,יח',14.9,14.9,בדי טהרה מלך,לבדיקה ידנית
7297395000156,מגן תחתון שחור,לא ידוע,מגן תחתון שחור,יח',1.0,יח',10.0,10.0,מגן תחתון שחור,לבדיקה ידנית
7297395000194,בדי טהרה,בת מלך,בדי טהרה,יח',1.0,יח',6.0,6.0,בדי טהרה,לבדיקה ידנית
7290016273687,מלפפון חמוץ במלח 310,לא ידוע,מלפפון חמוץ במלח 310,גרמים,310.0,100 גרם,9.0,0.029,מלפפון חמוץ במלח 310,לבדיקה ידנית
7290013848345,סנו מטליות לחיטוי ול,לא ידוע,סנו מטליות לחיטוי ול,יח',1.0,יח',17.8,17.8,סנו מטליות לחיטוי,לבדיקה ידנית
11210000094,רוטב חריף טבסקו 60 מ,טבסקו,רוטב חריף טבסקו 60 מ,מיליליטרים,60.0,"100 מ""ל",11.0,0.1833,רוטב חריף טבסקו,לבדיקה ידנית
11210006508,טבסקו אקסרא חריף הבנ,טבסקו,טבסקו אקסרא חריף הבנ,מיליליטרים,60.0,"100 מ""ל",15.1,0.2517,טבסקו אקסרא חריף הבנ,לבדיקה ידנית
11210007253,רוטב שום ופלפל טבסקו,טבסקו,רוטב שום ופלפל טבסקו,מיליליטרים,60.0,"100 מ""ל",11.0,0.1833,רוטב שום ופלפל טבסקו,לבדיקה ידנית
11210009387,רוטב פלפל ירוק טבסקו,טבסקו,רוטב פלפל ירוק טבסקו,מיליליטרים,60.0,"100 מ""ל",11.0,0.1833,רוטב פלפל ירוק טבסקו,לבדיקה ידנית
34000544028,טוויזלרס ממתק תות 19,ליקורי'ץ,טוויזלרס ממתק תות 19,גרמים,198.0,100 גרם,7.9,0.0399,טוויזלרס ממתק תות,לבדיקה ידנית
55369902557,מחית תפוחי עץ אפלסנא,אפלסנקס,מחית תפוחי עץ אפלסנא,גרמים,452.0,100 גרם,13.9,0.0308,מחית תפוחי אפלסנא,לבדיקה ידנית
55369902564,מחית תפוחי עץ ללא תו,אפלסנקס,מחית תפוחי עץ ללא תו,גרמים,452.0,100 גרם,13.9,0.0308,מחית תפוחי,לבדיקה ידנית
639138513238,פילה הרינג מעושן צ'צ,צ'ציק,פילה הרינג מעושן צ'צ,גרמים,124.0,100 גרם,12.5,0.1008,פילה הרינג מעושן,לבדיקה ידנית
7271730901261,מקרוני עם גבינה 156,ר. צ'צ'יק,מקרוני עם גבינה 156,גרמים,156.0,100 גרם,10.9,0.0699,מקרוני גבינה 156,לבדיקה ידנית
7290006496072,"סירופ מלבי 750 מ""ל",צ'ציק,"סירופ מלבי 750 מ""ל",מיליליטרים,750.0,"100 מ""ל",18.9,0.0252,סירופ מלבי 750,לבדיקה ידנית
7290006496225,"מי ורדים 750 מ""ל משק",משקד,"מי ורדים 750 מ""ל משק",מיליליטרים,750.0,"100 מ""ל",12.0,0.016,ורדים 750 משק,לבדיקה ידנית
7290002345169,סחוג ירוק 250גר רמי,לא ידוע,סחוג ירוק 250גר רמי,גרמים,250.0,100 גרם,13.9,0.0556,סחוג ירוק 250גר רמי,לבדיקה ידנית
7290110320935,פרוסות מוצרלה 150 גר,לא ידוע,פרוסות מוצרלה 150 גר,גרמים,150.0,100 גרם,14.9,0.0993,פרוסות מוצרלה 150,לבדיקה ידנית
7290017065786,צ'דר 210 גר,לא ידוע,צ'דר 210 גר,גרמים,210.0,100 גרם,21.9,0.1043,210,לבדיקה ידנית
7290014397163,סנו פרש מיכל מילוי,לא ידוע,סנו פרש מיכל מילוי,גרמים,165.0,100 גרם,12.9,0.0782,סנו פרש מיכל מילוי,לבדיקה ידנית
7290002345060,מאסדם הולנדי,לא ידוע,מאסדם הולנדי,קילוגרמים,1.0,"ק""ג",76.0,76.0,מאסדם הולנדי,לבדיקה ידנית
3045206312257,דזיטול מגבונים לכל מ,יעקבי,דזיטול מגבונים לכל מ,יח',1.0,יח',10.0,10.0,דזיטול מגבונים לכל,לבדיקה ידנית
7290112965943,טבעול נאגטס ירקות יר,לא ידוע,טבעול נאגטס ירקות יר,גרמים,500.0,100 גרם,29.9,0.0598,טבעול נאגטס ירקות,לבדיקה ידנית
7290002735946,בצק פריך מתוק 900ג ר,לא ידוע,בצק פריך מתוק 900ג ר,גרמים,900.0,100 גרם,20.2,0.0224,בצק פריך מתוק,לבדיקה ידנית
7777555515350,מארז מפיות חג שמח,לא ידוע,מארז מפיות חג שמח,יח',1.0,יח',3.5,3.5,מפיות שמח,לבדיקה ידנית
7290002349204,ספוג רצועות לגב,לא ידוע,ספוג רצועות לגב,יח',1.0,יח',12.1,12.1,ספוג רצועות לגב,לבדיקה ידנית
4004666042004,משמיד עובש מלרוד 500,יעקבי,משמיד עובש מלרוד 500,מיליליטרים,500.0,"100 מ""ל",27.9,0.0558,משמיד עובש מלרוד 500,לבדיקה ידנית
7290002921240,קרבונה שמפוזר לניקוי,יעקבי,קרבונה שמפוזר לניקוי,מיליליטרים,650.0,"100 מ""ל",25.1,0.0386,קרבונה שמפוזר לניקוי,לבדיקה ידנית
7290003219766,טורבול סופג לחות יעק,יעקבי,טורבול סופג לחות יעק,יח',1.0,יח',39.2,39.2,טורבול סופג לחות יעק,לבדיקה ידנית
7290005296246,פותח סתימות  בצנרת נ,יעקבי,פותח סתימות  בצנרת נ,מיליליטרים,946.0,"100 מ""ל",25.1,0.0265,פותח סתימות בצנרת,לבדיקה ידנית
7290005296260,אסטוניש ספריי רסס ונ,יעקבי,אסטוניש ספריי רסס ונ,מיליליטרים,750.0,"100 מ""ל",11.9,0.0159,אסטוניש ספריי רסס,לבדיקה ידנית
7290017978833,שוקולידה,לא ידוע,שוקולידה,יח',1.0,יח',39.9,39.9,שוקולידה,לבדיקה ידנית
7290006618078,אסטוניש מרסס לניקוי,יעקבי,אסטוניש מרסס לניקוי,מיליליטרים,750.0,"100 מ""ל",11.9,0.0159,אסטוניש מרסס לניקוי,לבדיקה ידנית
7290006618085,אסטוניש תרסיס ניקוי,יעקבי,אסטוניש תרסיס ניקוי,מיליליטרים,750.0,"100 מ""ל",11.9,0.0159,אסטוניש תרסיס ניקוי,לבדיקה ידנית
7290006618146,הפי מדליק פחמים נוזל,יעקבי,הפי מדליק פחמים נוזל,מיליליטרים,500.0,"100 מ""ל",14.1,0.0282,הפי מדליק פחמים נוזל,לבדיקה ידנית
7290011575007,הפי-מרסס לאמבט 750 מ,יעקבי,הפי-מרסס לאמבט 750 מ,מיליליטרים,750.0,"100 מ""ל",18.1,0.0241,הפימרסס לאמבט 750,לבדיקה ידנית
7290013883148,הפי ג'ל סופג ריחות ב,הפי,הפי ג'ל סופג ריחות ב,יח',1.0,יח',10.0,10.0,הפי סופג ריחות,לבדיקה ידנית
7290109354101,לחמית ללא גלוטן 200,לא ידוע,לחמית ללא גלוטן 200,גרמים,200.0,100 גרם,6.9,0.0345,לחמית גלוטן 200,לבדיקה ידנית
8715700115641,היינץ ממרח קרמי 420,לא ידוע,היינץ ממרח קרמי 420,גרמים,420.0,100 גרם,14.9,0.0355,היינץ ממרח קרמי 420,לבדיקה ידנית
7290012645112,יוגורט עיזים 750ג דל,לא ידוע,יוגורט עיזים 750ג דל,מיליליטרים,750.0,"100 מ""ל",17.9,0.0239,יוגורט עיזים,לבדיקה ידנית
7290013121103,שליש באגט 4 יחידות ל,גרין לייט,שליש באגט 4 יחידות ל,יח',1.0,יח',20.1,20.1,שליש באגט,לבדיקה ידנית
7290112965325,אורז ספרדי 140 גר,לא ידוע,אורז ספרדי 140 גר,גרמים,140.0,100 גרם,12.1,0.0864,אורז ספרדי 140,לבדיקה ידנית
7290108351996,מתז בייבי לחיטי וניק,לא ידוע,מתז בייבי לחיטי וניק,מיליליטרים,750.0,"100 מ""ל",12.1,0.0161,מתז בייבי לחיטי וניק,לבדיקה ידנית
8410076610379,נייטשר ואלי פרוטאין,ג'נרל מילס,נייטשר ואלי פרוטאין,גרמים,160.0,100 גרם,23.9,0.1494,נייטשר ואלי פרוטאין,לבדיקה ידנית
7290110560836,מילקי טעם פסק זמן שט,לא ידוע,מילקי טעם פסק זמן שט,מיליליטרים,133.0,"100 מ""ל",2.9,0.0218,מילקי טעם פסק זמן,לבדיקה ידנית
7290110321703,יופלה גו פירות יער,לא ידוע,יופלה גו פירות יער,מיליליטרים,200.0,"100 מ""ל",6.0,0.03,יופלה פירות יער,לבדיקה ידנית
7290016273182,"ציפס אמריקאי 1.5 ק""ג",לא ידוע,"ציפס אמריקאי 1.5 ק""ג",יח',1.5,יח',22.2,14.8,ציפס אמריקאי,לבדיקה ידנית
7290006696595,יין אדום מתוק מסורת,יקבי אפרת,יין אדום מתוק מסורת,ליטרים,1.0,ליטר,19.9,19.9,יין אדום מתוק מסורת,לבדיקה ידנית
8410076610386,נייטשר ואלי פרוטאין,ג'נרל מילס,נייטשר ואלי פרוטאין,גרמים,160.0,100 גרם,23.9,0.1494,נייטשר ואלי פרוטאין,לבדיקה ידנית
7290006696717,מיץ ענבים לבן 1 לי,יקבי אפרת,מיץ ענבים לבן 1 לי,ליטרים,1.0,ליטר,14.9,14.9,מיץ ענבים לבן,לבדיקה ידנית
7290110322014,טופו בטעם טבעי אלטרנ,לא ידוע,טופו בטעם טבעי אלטרנ,גרמים,300.0,100 גרם,12.9,0.043,טופו טבעי אלטרנ,לבדיקה ידנית
7290014855458,בייביסיטר פרפורמנס מ,לא ידוע,בייביסיטר פרפורמנס מ,יח',1.0,יח',15.7,15.7,בייביסיטר פרפורמנס,לבדיקה ידנית
7290008836272,יין אדום נינוה מוסקט,יקבי אפרת,יין אדום נינוה מוסקט,מיליליטרים,750.0,"100 מ""ל",24.9,0.0332,יין אדום נינוה מוסקט,לבדיקה ידנית
7290108353006,סנו סושי - שקיות אוכ,לא ידוע,סנו סושי - שקיות אוכ,יח',1.0,יח',11.9,11.9,סנו סושי שקיות אוכ,לבדיקה ידנית
7290108509106,גבינה בולגרית קוביות,לא ידוע,גבינה בולגרית קוביות,גרמים,200.0,100 גרם,14.8,0.074,גבינה בולגרית קוביות,לבדיקה ידנית
7290108620160,יין אימפריאל סובניון,לא ידוע,יין אימפריאל סובניון,מיליליטרים,750.0,"100 מ""ל",29.9,0.0399,יין אימפריאל סובניון,לבדיקה ידנית
7290015569231,איולי שום 250 גרם,לא ידוע,איולי שום 250 גרם,גרמים,250.0,100 גרם,12.1,0.0484,איולי שום,לבדיקה ידנית
7290010757916,אריאל ללא גלוטן- בור,לא ידוע,אריאל ללא גלוטן- בור,גרמים,500.0,100 גרם,21.9,0.0438,אריאל גלוטן בור,לבדיקה ידנית
7290116535821,פינוק שמפו GLOW לשיע,לא ידוע,פינוק שמפו GLOW לשיע,מטרים,450.0,100 מ'ל,17.9,0.0398,פינוק שמפו glow לשיע,לבדיקה ידנית
7290010757923,אריאל ללא גלוטן- ריב,לא ידוע,אריאל ללא גלוטן- ריב,גרמים,450.0,100 גרם,18.9,0.042,אריאל גלוטן ריב,לבדיקה ידנית
7290001751770,פלפל אנגלי שלם,לא ידוע,פלפל אנגלי שלם,קילוגרמים,1.0,"ק""ג",100.0,100.0,פלפל אנגלי שלם,לבדיקה ידנית
7290019204008,פסטרמה ארבעה פלפלים,לא ידוע,פסטרמה ארבעה פלפלים,גרמים,350.0,100 גרם,24.9,0.0711,פסטרמה ארבעה פלפלים,לבדיקה ידנית
7290000136141,פפסי 1.5 לי',לא ידוע,פפסי 1.5 לי',ליטרים,1.5,ליטר,5.9,3.9333,פפסי,לבדיקה ידנית
7622201802394,שוקולד חלב מילקה מסר,לא ידוע,שוקולד חלב מילקה מסר,גרמים,100.0,100 גרם,7.9,0.079,שוקולד חלב מילקה מסר,לבדיקה ידנית
7290008836401,יין אדום מתוק ישן נו,יקבי אפרת,יין אדום מתוק ישן נו,ליטרים,1.0,ליטר,19.9,19.9,יין אדום מתוק ישן,לבדיקה ידנית
7290108357707,כיף שמפו לשיער רגיל,לא ידוע,כיף שמפו לשיער רגיל,מיליליטרים,700.0,"100 מ""ל",9.9,0.0141,כיף שמפו לשיער רגיל,לבדיקה ידנית
7290008836425,יין קל אפרת 1 ליטר,יקבי אפרת,יין קל אפרת 1 ליטר,ליטרים,1.0,ליטר,19.9,19.9,יין אפרת,לבדיקה ידנית
7290008836494,מיץ ענבים רכיבים טבע,יקבי אפרת,מיץ ענבים רכיבים טבע,ליטרים,1.0,ליטר,14.9,14.9,מיץ ענבים רכיבים טבע,לבדיקה ידנית
7290110322021,טופו עם בזיליקום אלט,לא ידוע,טופו עם בזיליקום אלט,גרמים,300.0,100 גרם,12.9,0.043,טופו בזיליקום אלט,לבדיקה ידנית
7290108354607,נקה 7 שמפו 750מל ביו,לא ידוע,נקה 7 שמפו 750מל ביו,מיליליטרים,750.0,"100 מ""ל",8.8,0.0117,נקה שמפו ביו,לבדיקה ידנית
7296168890147,נשכן קרור,לא ידוע,נשכן קרור,יח',1.0,יח',13.1,13.1,נשכן קרור,לבדיקה ידנית
7290017947105,לחם סגנון אמריקה,לא ידוע,לחם סגנון אמריקה,גרמים,500.0,100 גרם,14.9,0.0298,לחם סגנון אמריקה,לבדיקה ידנית
7290108350616,מקסימה מרכך כביסה מר,סנו,מקסימה מרכך כביסה מר,ליטרים,1.0,ליטר,18.8,18.8,מקסימה מרכך כביסה,לבדיקה ידנית
7290000178707,תפוצ'יפס בטעם טבעי 5,עלית,תפוצ'יפס בטעם טבעי 5,גרמים,50.0,100 גרם,3.9,0.078,תפוציפס טבעי,לבדיקה ידנית
7290000178721,תפוצ'יפס בטעם טבעי 2,עלית,תפוצ'יפס בטעם טבעי 2,גרמים,200.0,100 גרם,10.9,0.0545,תפוציפס טבעי,לבדיקה ידנית
7290000480107,קוואקר שיבולת שועל פ,קוואקר,קוואקר שיבולת שועל פ,גרמים,500.0,100 גרם,11.9,0.0238,קוואקר שיבולת שועל,לבדיקה ידנית
7290000480442,קוואקר שיבולת שועל ש,קוואקר,קוואקר שיבולת שועל ש,גרמים,500.0,100 גרם,12.7,0.0254,קוואקר שיבולת שועל,לבדיקה ידנית
7290001817377,צ'יטוס פופס 60 גרם,עלית,צ'יטוס פופס 60 גרם,גרמים,60.0,100 גרם,3.9,0.065,יטוס פופס,לבדיקה ידנית
7290001817728,צ'יטוס אפוי כאפה בטע,עלית,צ'יטוס אפוי כאפה בטע,גרמים,55.0,100 גרם,3.9,0.0709,יטוס אפוי כאפה בטע,לבדיקה ידנית
7290005200786,תפוצ'יפס בטעם שמנת ב,עלית,תפוצ'יפס בטעם שמנת ב,גרמים,50.0,100 גרם,3.9,0.078,תפוציפס שמנת,לבדיקה ידנית
7290008745239,תפוצ'יפס קראנצ' בטעם,עלית,תפוצ'יפס קראנצ' בטעם,גרמים,50.0,100 גרם,3.9,0.078,תפוציפס קראנצ,לבדיקה ידנית
7290008747547,תפוצ'יפס קראנץ' בטעם,עלית,תפוצ'יפס קראנץ' בטעם,גרמים,200.0,100 גרם,10.9,0.0545,תפוציפס קראנץ,לבדיקה ידנית
7290008752244,תפוצ'יפס קראנץ' בטעם,עלית,תפוצ'יפס קראנץ' בטעם,גרמים,50.0,100 גרם,3.9,0.078,תפוציפס קראנץ,לבדיקה ידנית
7290008753111,תפוצ'יפס קראנץ' בטעם,עלית,תפוצ'יפס קראנץ' בטעם,גרמים,50.0,100 גרם,3.9,0.078,תפוציפס קראנץ,לבדיקה ידנית
7290010117864,דוריטוס חטיף תירס בט,עלית,דוריטוס חטיף תירס בט,גרמים,70.0,100 גרם,3.9,0.0557,דוריטוס חטיף תירס,לבדיקה ידנית
7290010118328,תפוצ'יפס בטעם טבעי ע,עלית,תפוצ'יפס בטעם טבעי ע,גרמים,240.0,100 גרם,14.4,0.06,תפוציפס טבעי,לבדיקה ידנית
7290100850916,דוריטוס בטעם חמוץ חר,עלית,דוריטוס בטעם חמוץ חר,גרמים,70.0,100 גרם,3.9,0.0557,דוריטוס חמוץ,לבדיקה ידנית
7290100850923,דוריטוס בטעם גריל 70,עלית,דוריטוס בטעם גריל 70,גרמים,70.0,100 גרם,3.9,0.0557,דוריטוס גריל,לבדיקה ידנית
7290100850930,דוריטוס בטעם טבעי 70,עלית,דוריטוס בטעם טבעי 70,גרמים,70.0,100 גרם,3.9,0.0557,דוריטוס טבעי,לבדיקה ידנית
7290102030330,תפוצ'יפס קראנצ' בטעם,עלית,תפוצ'יפס קראנצ' בטעם,גרמים,200.0,100 גרם,10.9,0.0545,תפוציפס קראנצ,לבדיקה ידנית
7290104722530,תפוצ'יפס בטעם שמנת ב,עלית,תפוצ'יפס בטעם שמנת ב,גרמים,200.0,100 גרם,10.9,0.0545,תפוציפס שמנת,לבדיקה ידנית
7290015781657,למברוסקו רוזה,לא ידוע,למברוסקו רוזה,מיליליטרים,750.0,"100 מ""ל",34.9,0.0465,למברוסקו רוזה,לבדיקה ידנית
7290014890152,שמנת זיתים 225 גרם,לא ידוע,שמנת זיתים 225 גרם,גרמים,225.0,100 גרם,11.9,0.0529,שמנת זיתים,לבדיקה ידנית
7290001670514,מלית אוכמניות 400 גר,פוליבה,מלית אוכמניות 400 גר,גרמים,400.0,100 גרם,10.8,0.027,מלית אוכמניות 400,לבדיקה ידנית
7290001670651,מנגל חד פעמי קטן הנמ,הנמל,מנגל חד פעמי קטן הנמ,יח',1.0,יח',13.1,13.1,מנגל פעמי קטן הנמ,לבדיקה ידנית
7290001670842,ממרח חלבה פוליבה 400,הנמל,ממרח חלבה פוליבה 400,גרמים,400.0,100 גרם,11.9,0.0298,ממרח חלבה פוליבה 400,לבדיקה ידנית
7290014763395,גבינה צהובה עמק 28%,לא ידוע,גבינה צהובה עמק 28%,גרמים,600.0,100 גרם,38.2,0.0637,גבינה צהובה עמק,לבדיקה ידנית
7290016693041,אמירים רזרב קברנה 75,לא ידוע,אמירים רזרב קברנה 75,מיליליטרים,750.0,"100 מ""ל",19.9,0.0265,אמירים רזרב קברנה,לבדיקה ידנית
7290012645129,יוגורט כבשים 750ג דל,לא ידוע,יוגורט כבשים 750ג דל,גרמים,750.0,100 גרם,17.9,0.0239,יוגורט כבשים,לבדיקה ידנית
7290002040071,קוסקוס עבה הנמל 350,הנמל,קוסקוס עבה הנמל 350,גרמים,350.0,100 גרם,4.5,0.0129,קוסקוס עבה הנמל 350,לבדיקה ידנית
7290002040088,קוסקוס מלא הנמל 350,הנמל,קוסקוס מלא הנמל 350,גרמים,350.0,100 גרם,6.3,0.018,קוסקוס מלא הנמל 350,לבדיקה ידנית
7290000416021,השחר ממרח שוקולד חלב,השחר,השחר ממרח שוקולד חלב,גרמים,500.0,100 גרם,13.7,0.0274,השחר ממרח שוקולד חלב,לבדיקה ידנית
7290000416045,ממרח בטעם שוקולד השח,השחר,ממרח בטעם שוקולד השח,יח',1.0,יח',27.8,27.8,ממרח שוקולד השח,לבדיקה ידנית
7290000416076,השחר צימקאו 400 גר',השחר,השחר צימקאו 400 גר',גרמים,400.0,100 גרם,12.5,0.0313,השחר צימקאו 400,לבדיקה ידנית
7290000416618,השחר ממרח שוקולד פרו,השחר,השחר ממרח שוקולד פרו,גרמים,400.0,100 גרם,12.8,0.032,השחר ממרח שוקולד פרו,לבדיקה ידנית
7290000416632,ממרח בטעם שוקולד פרו,השחר,ממרח בטעם שוקולד פרו,יח',1.0,יח',24.9,24.9,ממרח שוקולד פרו,לבדיקה ידנית
7290002410713,קישקע 500 גר,לא ידוע,קישקע 500 גר,גרמים,500.0,100 גרם,15.0,0.03,קישקע 500,לבדיקה ידנית
7290002793311,מילוי גז למיכל סודה,סודה סטרים,מילוי גז למיכל סודה,יח',1.0,יח',55.5,55.5,מילוי למיכל סודה,לבדיקה ידנית
7290002793304,מיכל גז באריזה,סודהסטרים,מיכל גז באריזה,יח',1.0,יח',109.0,109.0,מיכל באריזה,לבדיקה ידנית
7290110321277,קוטג' תנובה בקטנה 5%,לא ידוע,קוטג' תנובה בקטנה 5%,גרמים,100.0,100 גרם,2.7,0.027,קוטג תנובה בקטנה,לבדיקה ידנית
5099864006377,תחליף חלב מהדרין שלב,סימילאק,SIMILAC LAMEHADRIN - 1 90,גרמים,900.0,100 גרם,69.7,0.0774,תחליף חלב מהדרין שלב,לבדיקה ידנית
5099864006384,תחליף חלב למהדרין של,סימילאק,SIMILAC LAMEHADRIN - 2 90,גרמים,900.0,100 גרם,69.7,0.0774,תחליף חלב למהדרין,לבדיקה ידנית
5099864006391,תחליף חלב למהדרין של,סימילאק,SIMILAC LAMEHADRIN - 3 90,גרמים,900.0,100 גרם,69.7,0.0774,תחליף חלב למהדרין,לבדיקה ידנית
7290002954026,שמן תירס 3ליטר,השוואת מחירונים,שמן תירס 3ליטר,יח',1.0,יח',44.9,44.9,שמן תירס,לבדיקה ידנית
7290017947891,לחם כוסמין וחיטה מלא,לא ידוע,לחם כוסמין וחיטה מלא,גרמים,750.0,100 גרם,16.9,0.0225,לחם כוסמין וחיטה מלא,לבדיקה ידנית
7290017928043,מאיר בייגל גריסיני ק,לא ידוע,מאיר בייגל גריסיני ק,גרמים,175.0,100 גרם,11.9,0.068,מאיר בייגל גריסיני,לבדיקה ידנית
7290000136158,פפסי זירו 1.5 ליטר,לא ידוע,פפסי זירו 1.5 ליטר,ליטרים,1.5,ליטר,5.9,3.9333,פפסי זירו,לבדיקה ידנית
7290016693584,יין עונות שיראז 750,לא ידוע,יין עונות שיראז 750,מיליליטרים,750.0,"100 מ""ל",29.2,0.0389,יין עונות שיראז 750,לבדיקה ידנית
7290001751800,פיסטוק קלוי,לא ידוע,פיסטוק קלוי,קילוגרמים,1.0,"ק""ג",97.0,97.0,פיסטוק קלוי,לבדיקה ידנית
7290015865722,קונפיטורת תות שדה לי,לא ידוע,קונפיטורת תות שדה לי,גרמים,400.0,100 גרם,19.9,0.0497,קונפיטורת תות שדה,לבדיקה ידנית
7290108357714,כיף שמפו לשיער יבש 7,לא ידוע,כיף שמפו לשיער יבש 7,מיליליטרים,700.0,"100 מ""ל",9.9,0.0141,כיף שמפו לשיער יבש,לבדיקה ידנית
7290006256775,גאטו נגרו מלבק 750 מ,לא ידוע,גאטו נגרו מלבק 750 מ,מיליליטרים,750.0,"100 מ""ל",35.9,0.0479,גאטו נגרו מלבק 750,לבדיקה ידנית
7290121162005,מארז זוג ספיד סטיק 1,לא ידוע,מארז זוג ספיד סטיק 1,גרמים,170.0,100 גרם,31.9,0.1876,זוג ספיד סטיק,לבדיקה ידנית
7290010757947,אריאל ללא גלוטן- בור,לא ידוע,אריאל ללא גלוטן- בור,גרמים,500.0,100 גרם,19.9,0.0398,אריאל גלוטן בור,לבדיקה ידנית
7290018571071,טופי פספסים 400גר,לא ידוע,טופי פספסים 400גר,גרמים,400.0,100 גרם,16.9,0.0422,טופי פספסים 400גר,לבדיקה ידנית
7290118661047,נר נשמה זכוכית 72שעו,לא ידוע,נר נשמה זכוכית 72שעו,יח',1.0,יח',4.7,4.7,נשמה זכוכית 72שעו,לבדיקה ידנית
7290001751817,דלעת מקולף,לא ידוע,דלעת מקולף,קילוגרמים,1.0,"ק""ג",54.0,54.0,דלעת מקולף,לבדיקה ידנית
7290108354614,נקה 7 מרכך 750מל ביו,לא ידוע,נקה 7 מרכך 750מל ביו,מיליליטרים,750.0,"100 מ""ל",8.8,0.0117,נקה מרכך ביו,לבדיקה ידנית
7290108509113,גבינה בולגרית 18% מע,לא ידוע,גבינה בולגרית 18% מע,גרמים,250.0,100 גרם,14.8,0.0592,גבינה בולגרית,לבדיקה ידנית
7290111341496,דיפנד תחבושות מיני א,לא ידוע,דיפנד תחבושות מיני א,יח',1.0,יח',19.9,19.9,דיפנד תחבושות מיני,לבדיקה ידנית
7290000136165,מירינדה 1.5 ליטר,לא ידוע,מירינדה 1.5 ליטר,ליטרים,1.5,ליטר,5.9,3.9333,מירינדה,לבדיקה ידנית
7290010984879,שום כתוש בצנצנת 200ג,לא ידוע,שום כתוש בצנצנת 200ג,גרמים,200.0,100 גרם,12.1,0.0605,שום כתוש בצנצנת,לבדיקה ידנית
7290000136172,סבן אפ 1.5 ליטר,לא ידוע,סבן אפ 1.5 ליטר,ליטרים,1.5,ליטר,5.9,3.9333,סבן,לבדיקה ידנית
9000101649857,פאלטה נטורלס קולור ל,לא ידוע,פאלטה נטורלס קולור ל,יח',1.0,יח',24.9,24.9,פאלטה נטורלס קולור,לבדיקה ידנית
7290015865746,קונפיטורת פירות יער,לא ידוע,קונפיטורת פירות יער,גרמים,400.0,100 גרם,19.9,0.0497,קונפיטורת פירות יער,לבדיקה ידנית
7290113479371,מגבת פנים איכותית (9,לא ידוע,מגבת פנים איכותית (9,יח',1.0,יח',20.9,20.9,מגבת פנים איכותית,לבדיקה ידנית
5902379685633,עוגיות ברגן בוטנים ל,לא ידוע,עוגיות ברגן בוטנים ל,גרמים,125.0,100 גרם,14.9,0.1192,עוגיות ברגן בוטנים,לבדיקה ידנית
7290006376053,"סוכר חום 1 ק""ג פרימי",לא ידוע,"סוכר חום 1 ק""ג פרימי",יח',1.0,יח',13.1,13.1,סוכר חום פרימי,לבדיקה ידנית
7290110322038,טופו פיקנטי אלטרנטיב,לא ידוע,טופו פיקנטי אלטרנטיב,גרמים,300.0,100 גרם,12.9,0.043,טופו פיקנטי אלטרנטיב,לבדיקה ידנית
7290016693058,אמירים רזרב מרלו 750,לא ידוע,אמירים רזרב מרלו 750,מיליליטרים,750.0,"100 מ""ל",19.9,0.0265,אמירים רזרב מרלו 750,לבדיקה ידנית
8710428005755,סימילאק איזומיל NG,אבוט מעבדות רפואיות,SIMILAC ISOMIL NG 400GR,גרמים,400.0,100 גרם,39.8,0.0995,סימילאק איזומיל ng,לבדיקה ידנית
8901138500306,משחת שיניים 100ג הימ,הימלאיה,הימלאיה משחת שיניים 100 ג,גרמים,100.0,100 גרם,15.0,0.15,משחת שיניים הימ,לבדיקה ידנית
7290108201437,אבקת קולון 101 2.5 ק,לא ידוע,אבקת קולון 101 2.5 ק,יח',2.5,יח',25.0,10.0,אבקת קולון 101,לבדיקה ידנית
4105120623941,ויינשטפן 500 מל,לא ידוע,ויינשטפן 500 מל,מיליליטרים,500.0,"100 מ""ל",12.0,0.024,ויינשטפן,לבדיקה ידנית
7290018296820,לחמניות המבורגר אריז,לא ידוע,לחמניות המבורגר אריז,יח',1.0,יח',15.1,15.1,לחמניות המבורגר אריז,לבדיקה ידנית
